original_post,image_id
刚刚老师讲贵阳有一个女生来成都上学玩陌陌认识一个男的两个人就好上了那个男的给他买了很多东西还带她去香港玩两个人分开的时候男的送了女的一个盒子说里面是送她的礼物要她回去之后才能看他们各自回家后女的打开盒子发现里面是一件寿衣还有张纸条写着欢迎你加入艾滋病的世界,80c32129jw1dwyd5zlqauj
北京地铁2号线有人卧轨,8c1b726fjw1dwja0xq7x7j
天津塘沽大爆炸真你妈逼的没有人性白白死这么多军人报出来的人数还不到个零头吧吗的人家为了人民去拼死拼活要你们这帮领导干部有个jb用妈了逼小学生都知道诚实说话我就想知道你们这帮号称国家领导人的大流氓子们是怎么领导人民的2吉林江南街区,9ce2639fjw1ev1wnzp798j20ez0qo41g
高校女生在寝室进行自我安慰黄瓜断在体内2012年5月浙江宁波慈溪市xx职高艺术部一女生在寝室用黄瓜进行自慰不慎断裂留在体内无法取出便送往慈溪市人民医院治疗人民医院对此束手无策现已送往上海网页链接评为了那一瞬间的快感这下成了多少人的谈资,61b76ba5gw1dtk51uaayvj
复旦大学投毒事件故事应该是这样的投毒嫌疑人林森浩的本意并不是毒杀黄洋而是同舍的另一人姜成他曾于2012年在百度注册名为诛姜成并提了很多关于有毒化合物的问题他的本意应该也并非直接投毒致命而是小剂量缓慢的让他中毒最终致死却不曾想放错了剂量并误杀黄洋最终造成惨剧,54abf467gw1e3sdi4a6hyj
号外号外成都现场直播够霸气够震撼够示威,70f592d1jw1dx0nvbwxatj
熊猫因汶川地震转至雅安后又遇地震雅安是世界第一只大熊猫的发现地和模式标本产地碧峰峡保护基地是大熊猫重要保护基地之一大熊猫地震后受惊躲爬树上不肯下来不过还好都没有受伤目前基地人员已采取了应急措施大熊猫的生活状态正逐步恢复图源于网络网页链接,70d923a0jw1e3x9nfpdv6j20c80c8dhj
为了讨口饭吃灾区的爷爷奶奶跪下了灵关镇山上的安平村内受灾严重每天每家只有一袋方便面2013年4月23日记者来到灵关镇山上的安平村由于该自然村在山中路途十分不好走少有人到此看望慰问村民们的房屋都已坍塌也没有棚子每天每户只有一袋方便面急需物资,67805861jw1e402f9jbtcj20k10sg42b
全国海关大量扣押国际包裹封杀海外代购十几个包裹还在途只希望不被扣不被退回,78afc5d3jw1ex68heo72rj20qo0zk44n
诺贝尔经济学奖获得者保罗克鲁格曼申请破产个人赤字高达700万美元债务主要来自870万美元下曼哈顿的房贷还有信用卡欠款等最大投资失误是在07年购置房产不久后跌价40%一个经济学帮主居然在泡沫破灭前的最高点购置豪宅理论是华丽的现实是悲摧的,91452c91jw1e42q8u6ookj20bt07pjrx
小品演员黄宏被抓下一个会是谁？,b47ee818jw1eqkdm23ijyj206608c3yl
夏宫泽艾特四位好友并转发此微博就有机会在元旦之际半价赢得卡西欧自拍神器卡西欧tr200任意颜色一部详情请私信或微信823110751,6e124b0djw1dzlczycdqmj
总统下跪致歉我们的浙江丽水浙江永康性侵幼女我们的河南镇平河南永城性侵幼女我们的陕西略阳贵州习水性侵幼女我们的福建安溪福建霞浦四川宜宾甘肃成县辽宁营口性侵幼女我们的湖南性侵幼女母亲被劳教……没人道歉韩国总统李明博因7岁幼女被性侵给国民下跪致歉万恶韩国,6826b355gw1dy3wl48m3lj
每天学点儿心计学推荐mv南京1937向这样的艺人致敬,7d9de694jw1e0wp3p6wpdj
梁文道纪录南京讯今天上午10点一辆牌为南k-20128的军车强行闯红灯交警拦行不放司机恼羞成怒下车当街咆哮老子是团长你算个什么东西？老子电话个就可以叫来一个团灭了你全家牛逼政府会辟谣吗？不用想都知道一定是临时工车牌不是全军都换了吗？,4086a37djw1e681cgk5s2j206o04n3yh
官方承认九成先富是高干子女中国国务院研究室中央党校研究室中国社会科学院等部门近日推出一份调查报告披露中国的亿万富豪百分之九十以上是高干子女其中有2900多名高干子女共拥有资产二万多亿不包括贪污受贿所得的秘密赃款网页链接,ab6e38a2jw1eirdkmh2u6j20ci09eglw
他是一普通屠夫卖肉的被人看上了摊位然后开始被工商税务城管卫生防疫等部门找茬儿他一不上访二不喊冤直接操刀就剁死伤的都是这些部门欺负过他的人杀的这些人的家属吓得都躲进派出所被抓后他只有一件事说后悔没杀干净他们,a01c87afgw1e31zfcb0gvj
5fact2010年中国失踪的女婴女童达2400万来源联合国人口基金会摄影carlobarria本期完,74cb541ajw1e5mkspx4tsj20m80etabf
吃婴儿的畜生大家进来可悲的社会现实严惩这些畜生一定要让上层知道在中国还有这样的事情欲哭无泪为那些无辜的婴儿祈祷同时诅咒那些该死的畜生永世不不得超生堕入无间地狱!如果是有良知的人东莞出现人食人婴儿汤摆上桌面丧尽天良请看没有人性的畜生,8c85a16djw1dtfhuh0hy3j
据说是新版的第六套人民币坚决反对增加1000500面额很不方便去菜市场买菜菜农们连100都怕收假币谁敢收你1000块？万一丢一张万一找钱给错了红色的100现在是1000了够你心疼半天货币面值增加就是变相承认通货膨胀,4a1d5535jw1e68edotf1dj20k00ontck
方才截了张图共赏共赏宋海涛-汽车与你估计是临时工了,5608c6bcgw1dv8vo3j038j
你的笑容侮辱了中国国旗的肩徽更不配胸前的记者胸牌为你的举止感到羞耻uhaveorighttoeachieereorterorofeioalethic!ehameful!!!引子马航客机失联独家直击中国军舰全速驶向事发海域新华社记者白瑞雪井冈山舰报道请收回你的无耻的笑容,74fa0309gw1eeaogxz0uij20b408c3z8
请大家转发社会车辆让出成雅高速留出道路给救援队医院和部队车辆黄金72小时时间就是生命ps照片是雅安现场,55ce006ajw1e3vtysf85qj209e0go752
这就是某个国家首都民政局说的话我哭笑了你知道我吗作家-天佑姑娘忒高兴自杀式微博关注民生不如死朱家大小姐leew7,489ab04egw1dv8xa1kpruj
沈阳的朋友麻烦扩散好可爱的孩子白小白-iva邓可佳kelly韩硕diirisxuanjacky帥帥廖旖旎果棒q糖起床困难户lxysecret晓宇王辉南汤咚咚小爆蔡张幻想赵玉越汤咚咚王晨柏zz我是患有强迫症的哲学家王什么什么鑫菲澳宝贝李瑾儿daisy王啓飛fei潮人妈咪爱美甲,69b91255jw1e0rawk1wszj
反腐英雄赵红霞或被判15年以上而当年凭借我爸是李刚一句红遍中国的李启铭却被爆出狱6年的刑期辛苦关了两年半终于重出江湖现实就是这样可以猜想如此大幅度减刑怕是当初都计划好的吧？李天一呢？是不是也计划好了？这种法律面前人人不平等的事件真的让民众很受伤法律的威严何在？,b16347d3jw1e4aw7vpa5mj20gx060my0
近期围绕着云南楚雄彝族自治州双柏县鄂家镇要不要利用传统的摸奶节开发旅游在云南是热火朝天赞同者认为为了发展和促进旅游事业大打摸奶节品牌把摸奶节品牌宣传出去利多弊少异议者认为摸奶节伤风败俗不能为了旅游而忽视了文明更不能由政府出面宣传,48ba2387jw1e0grnbg8u1j
小伙子一天内手淫40次抢救无效死亡,512e1752tw1dvpdjxgrpcj
中国工商银行宣布将无偿捐助阿根廷每名的新生儿1000比索折合人民币大约1200元的定期存款作为礼物评计生罚款强迫干掉自家的孩子去资助别人家孩子真聪明博爱啊转,939bc242jw1e4ditpqc8vj206209pmxd
爆炸事故分享自栾川吧河南省洛阳市栾川县于7月20日凌晨一点左右发生一起重大爆炸事故造成五人受伤两人死亡其中一人现在洛阳老三院抢救当中爆炸原因为房东私藏大量炸药火药而在前几年房东家中曾制作火药出售网页链接,654f08d6jw1eiktqrkby4j20hd0d0q3d
上过焦点访谈被党中央授予中国当代焦裕碌称号他却有17亿元人民币存款19处房屋产9名情妇家属全部移民法国而且县中学多名女学生曾被他强奸他就是四川达县县委书记李春,540e02c1jw1esupx71l9nj20c80963z2
1966年8岁的她因父母原因被打成黑五类和4岁妹妹一起被强制劳改10岁惨遭轮奸复课后考上大学临毕业因一篇论文再次被劳教在外媒披露后被要求离开中国来到美国后她从保姆做起现在是3d打印机创始人奥巴马团队智囊成员她叫傅苹一个人生浓缩了中国苦难和美国梦想的女人转,a69f6364jw1e7vorjjf6mj20bj0a0myd
昨天在芳村客运站广场看到一帮人在展示花瓶姑娘这是艺术不是魔术是真人不是幻觉说从小就放在花瓶养慢慢就变成花瓶姑娘了,820f43e8jw1duv4kisq9vj
据网络爆料我爸是李刚主角李启铭已于近日出狱李启铭在2011年1月30日醉酒驾车致人死亡被判处有期徒刑6年目前只服刑2年半目前尚未得到证实网络图片,77142907tw1e4c3yl8pg6j208b0bojsk
黑白先生吐槽拍狼牙山五壮士电影编剧邢野去了解实情村民说这五人只不过是几个散兵游勇来村里后要吃要喝稍不如意就打人由于几人手上有枪村民们也不敢惹后来有人想出了个办法偷偷把他们行踪告诉日本人日本人就来围剿了村民故意引5人绝路逃跑谁来证实以上是虚构的？,881c2a40jw1e7o8jwfe5bj20hs0qogoa
第六套人民币要上市了现在能赚到几张呢？？？x陈琳ash大辉辉辉辉辉阿宝阿宝宝玲啊锋言疯语zoe,9c849701jw1e6fb3vnli5j20f00qoac6
中原焦点广东佛山一在建16层楼盘发生坍塌太恐怖了广东佛山已经建到16层了一起是八栋哥在另一个楼顶眼睁睁的看着整栋楼倒下去吓死哥了啊太可怕现在现场已经封锁公安防暴的来了十几车,6825f799tw1dyb2blhdqgj
坑爹军犬钟轩宇pk李天一再次证明手握重兵的将军比只会唱歌的将军厉害多了!甘元春律师,684c74ecjw1e6d4ck4m9tj20d00hsn06
官太多老百姓养不起中纪委原副书记刘锡荣表示现在全国公务员已1000万一年增100万人这是历史的倒退公务员不仅多而且乱设机构乱定级别一些地方政府秘书长有十几个每个领导都要给房子配汽车这些最终都是老百姓买单老百姓再勤劳也养不起这么多官啊转,989bac92jw1e7qm92ajftj208q07g74k
上海地铁二号线这个小孩唯一不同其他的是他根本不会要钱眼神无辜可怜只是拿着杯子一直往前走他旁边的男人不停的责骂可以确定这不是他的父亲常坐二号线的会遇到很多次常常晚上22点也能到看孩子白白胖胖一看就是娇生惯养的希望看到这个微博的人都能转发一下希望他的亲人能看到,89e73a0btw1dukm4p6qt7j
开车的朋友注意注意大于等于190布丁姐at陈姮矛盾中dsdni读姝人坏娃娃-wzz-,67d5341ajw1dz78iz2n8wj
又有抢孩子新闻了这次还上升到伤人事件请问真假？宁海县公安局桃源派出所宁海跃龙派出所,458845e5jw1excaftuxlsj20f00qoju9
这是发生在广西南宁的城中村城管执法强拆打死了居民老人谁给你们这种权利打死人家父母[发怒]中国城管你他妈是军队吗？谁给你暴力执法的权利[发怒]求转发广西已经封锁了这个事情很多人都不知道一群城管把平民百姓打到不动了才停手导致四死一重伤,6a2a57bbjw1evjb3cfvoij20db0hswhm
最凄凉的抗战女兵程银宝92岁民国天门县长千金19岁入国军投身抗日战争冒枪林弹雨与日军厮杀后腹部中弹致终身不育49后因抗日经历屡遭批斗迫害几丧命晚年住几平米窝棚无水无电无低保老人说我快要死了只想有件新衣裳可领导叫我去跟国民党拿闻者催然泪下网页链接,92b80bd0gw1e9eu2eh5rbj20bu0byjs5
请教北京市民政局雨灾捐款需要北京市户口吗？需要五年纳税证明吗？ps这就是政府机构应有的反应吗？转,702bd160gw1dv9ghubzagj
1亿美元收入的地下暗流起底搜狗秘密联盟产业链搜狗导航把低价买进的流量再高价卖出地下联盟再把搜狗的误导性广告塞进来形成大量的无效点击消耗的是大量广告主的广告投放费用搜狗浏览器王小川网页链接,6c0b2b63jw1e2a7qenmixj
中国民生银行武汉分行今日宣布正式倒闭储蓄户血本无归2府西街,46c749b3jw1ens25frdbdj20hs08ntb8
微讯澳大利亚政府和中国政府近日达成双边协议从下月起执行对等90天免签证条约国内的同学们可以不签证到澳洲玩耍啦在澳洲的中国同胞回国也不用再多花钱签证咯想去澳洲玩的朋友们准备好了吗,774fca33jw1eqmlkafy9fj20dv09bjry
内地权贵都在移民在最近的哈佛大学演讲中希拉里说中国百分之八九十的权贵亲属都在申请移民或打算移民作为统治阶层这样做让人不解为什么他们自己都不相信这个国家的未来？有人反问你见过强盗在受害人的家里安心留下的吗？正和岛标准,87917f16jw1dvyfqi8hlij
人神共愤请永定县县长道歉已离世30多天的20岁福建龙岩大肚女孩苏田田永远无法知道她患病期间人们捐助的5万多元爱心款一直停留在红十字会账户中永定县红十字会称县里换届卫生局长还没到位没有他的签字我们不能转出搜狐网页链接,4e22530ejw1dzfpnplecsj
天津塘沽小伙伴求转发求举报电话12331或者65066969太不要脸还狗肉城地址天津市塘沽区新港三号路边防旁底墒咪阿咪肉多多丢不掉天津义工联盟天津保护豢养小动物协会天津动保俱乐部天津尔姨小院,73912231jw1elfzzvjo9rj20dc0hsmz5
十八岁了你想结婚吗十八大通过男女年龄满十八周岁可以结婚登记了不再过去的男廿二女廿岁的了关注爆料社区,6d18449cgw1dyvmepdpa6j
湖南省交通厅原副厅长李晓希在今年两会上说目前我国刑法对贪污受贿量刑太轻了如果贪污受贿50万元就被枪毙就不会有人敢腐败了话刚说完他因涉嫌贪污受贿2亿元被省纪委立案调查贪腐50万就枪毙不知李副厅长2亿元该枪毙多少次,707bba6djw1dxq2mi0bpbj
不患寡而患不均获悉赵红霞或判15年以上我震精了一些人眼中她是十恶不赦的拜金女为了钱财出卖肉体和灵魂一些人的口中她是反腐奇女为重庆反腐提供了最有力的直接证据……凭此判15年？又刚听闻李刚之子驾车致死仅判6年实际只服刑2年半刑不上大夫处处存在百姓何堪？徐昕,873fc752jw1e4at55wbqsj209q06hq2y
求转宝贝回家急寻2012-06-01失踪的10岁女孩刘艾菲失踪地点江苏省南京市雨花区红山动物园特征有酒窝双眼皮穿一条安奈儿的连衣裙其他资料儿童节妈妈带孩子去南京红山动物园玩妈妈去趟厕所出来孩子就不见了一次转发都会给孩子回家带来一份希望via宝贝回家志愿者正兴,8d16a6a6gw1dua8iye89zj
建发酒业謝謝支持,a12b9069gw1dvlwe9t239j
除了双膝跪倒普通中国人还能怎么办？为了保住学校家长已经坚持了四天浙江省缙云县大洋镇中心学校被纳入撤并对象五六百初中生适龄学童需走六七十里路求学记者采访车刚开到现场村民就跪倒一片村民已经坚持四天了多转发一次就多份希望via丰乳肥臀v,733fdf40jw1dxj4x6iz92j
目前见过最大的王八据怺逺啲兲岼微博今天中午11点左右在湖州市南浔新桥下面的河里面发现一只400多斤的甲鱼10几个人才把它抓起来钓技知识大全快乐垂钓网蔡奕微艾素,7abb3aacjw1dya3b10zrhj
据传这是重庆名媛赵红霞的照片也有说不是但看这张照片此女妖艳异常体不胜衣有陈圆圆之态前明吴三桂为之葬送明之天下良有以也大明朝廷亡于李闯大明之天下亡于吴三桂与满清悲哉妖女频出群交遍蜀号为官场尤物士人君子纷纷落马亦将亡此国乎？,81a54507jw1e1bjpq5ouwj
大家以后再买牙膏的时候要注意牙膏管的底部会有一条彩色短线这条彩色短线会有quot红蓝绿黑quot四种颜色,6d45264cjw1e9p760bnjzj20j307xjrl
有网友问为什么同为抗日的中流砥柱日本鬼子拼命轰炸重庆而延安安然无事？,9154fba0gw1eqlrkfnmbmj20bk086gmg
918成都春熙路mygd!!,81c3f206gw1dx0w9i2jwqj
警惕艾博拉病毒中国已发现一例通过体液黏液唾液血液传播甚至握一握手都会传播被传染者两天到两周会全身流血而死目前无法治愈请大家尤其上班族自己做饭吃特殊时期别再吃路边摊了警惕艾博拉病毒,b4662991jw1elhs3f77i6j20ez0qoq4y
新版狸猫换太子湖南衡阳四中高三理科学生肖颖今年高考成绩出来后发短信查询为695分当晚班主任打电话告知也是695分第二天网上查就只有229分申请查分教育局要学校出证明而学校校长借口出差不见肖为农家子弟疑成绩被替换网页链接,4e22530ejw1duhgzscyjaj
谁看谁倒霉一年超级恶搞排行榜,9ff1148fjw1dwn2fu97zfj
贪官公共情妇卢嘉丽她自幼练习舞蹈形象气质极佳被网友称为史上最美高官情妇1上海市核电办主任华发核电公司总经理杨忠万2上海沸点董事长张荣坤3上海社保局局长祝均一4上海市政府办公厅副秘书长秦裕5上海市委副秘书长孙路一6上海电气总公司董事长王成明7国家统计局局长邱晓华,441b6f80jw1duzctvyznjj
寻人启事罗天佑男今年4岁郑州金水人身高106厘米平头圆脸微胖睫毛呈圆弧形向上翘右小腹下有一块紫色胎记11月29日在郑州长江路段走失如有知情人请提供线索提供准确消息者酬金5000元护送回家者酬金100000元家庭条件网页链接,005x6mw1jw1er8f2abvhij30dc0eagm1
摸奶节云南双柏县鄂家镇彝族传统文化农历的7月14日15日-16日三天包括外来游人如果在街上遇见喜欢的女子都可以摸一摸女子的胸姑娘们表面躲躲闪闪但决无责怪之意因为这是他们这个地区的百姓延续了1000多年风俗小伙以摸到奶为吉祥姑娘以被摸奶为幸运和祝福云南旅游美图美博,445a30e1tw1duv7km8xtdj
什么鸟最帅的逆行明明知道是去送死为什么要让消防员进入不安全区域消防员就该死阿,623aa008jw1ev1mhgxie0j20ew0gqgoo
只有刘胡兰说了真话1做清官是一种境界--薄熙来2对贪污腐败我们是零容忍--周永康3我最大缺点就是廉洁--徐才厚4执政为民廉洁奉公--刘志军5人民日报65年来没说过假话--邓亚萍6虽然加入美国籍但我爱中国--杨阑7共产党员是永远抓不完的--刘胡兰转,7867052djw1em18kdre8gj208c0cjmxu
小子比李刚儿子还牛一位女孩从肯德基门口不小心碰了一下这位富二代姑娘道了歉二代一脚踢向姑娘腰部姑娘滚下台阶男的继续施暴姑娘昏觉这位富二代叫嚣我认识季叔谁也不能把我怎么样,8c19233ejw1dytrs6ei4ij
被抓到然后被解放然后解放别人然后又被抓到然后又跑了然后又去解放自己的妻子然后放了一分钟又被抓起来的姜戈又被解放了明天正式上映另外明天还是日本电影3d版贞子内地上映的日子同胞们敢不敢让它的票房为零虽然我不敢但是我相信你们敢加油吧,53e82596jw1e4k6zei4xfj20i80i8wgz
余杭事态升级已有三人死亡都是百姓啊,705d2974jw1ega4ywpqlnj20f10qowgo
近日有媒体报道何洁释小龙首度机场单独现身此后释小龙暗自返回何洁家中两人明里分手暗中同居何洁于6月24日晚发布微博断然否认该传闻怒斥媒体贱东西,756b11cfjw1duar2wzciej
张海迪你现在可以跷二郎腿了可以开车了看来你的腿已经好了可是你为什么不告诉大家呢为什么还要瞒着大家呢？至于你的德国国籍问题你更是没有公开澄清不管大家问你多少遍你始终沉默难道这就是你对那些关心你的人应有态度？,5d9fb055tw1dzak1hd02dj
国有资产对财政贡献几何？政协副主席黄孟复现国有资产有100多万亿加金融国资近140万亿这么多国有资产去年财政报表上国有资产经营收入800亿其中700多亿返还给国有企业解决国有企业困难最后上缴财政就70亿100多万亿国资最终上缴财政的才70多亿思想汇聚人生,6d3a2603jw1e0wwbsjs5cj
中国大清界碑怎么跑到缅甸去了？是被偷挪移了还是谁卖国了？,005u7ndggw1eqgu6t43tjj30cs0d9t9y
大嘴说事天津红十字好威武天津城管好牛b马拉个币,8e7332d3jw1ev479ky1ffj20k00zk0z7
迎来花开的季节黔西车站发生爆炸愿逝者安息,0063omzojw1eq9ua0z7suj30ci0m8ab5
德国女孩萨布瑞亚12岁失明但她不懈努力考入波恩大学毕业后她来到西藏拉萨发现拉萨有1万多名盲人于是她发明藏盲文创立西藏第一所盲人学校也是拉萨唯一的盲童学校让孩子们免费接受教育……图片中的微笑天使让我们感到羞愧gdp第二公款消费数千亿却将失明的孩子丢给了她,9bb82321jw1ehy39p0pmaj20c80g6ju2
卧铺车厢住在我上铺的乘客下次坚决不坐高铁了,754f9e57jw1e1ktc6tartj
以后可以同时拥有俩老公了太刺激了从2013年8月26号开始可以实行一妻多夫制新华社消息2013年1月10日由中央刚出台的白皮书由婚姻法刚刚出台一项令人质疑的新规定哈哈〜〜〜女尊男卑,6ffac223jw1e67fcibf5qj20hs0qomz4
北京事儿昨天北京地铁1号线自杀事件从北京地铁运营公司获悉17日8时25分左右在北京地铁一号线南礼士路站有人跳轨自杀当场死亡造成一号线和八通线全线停运提醒大家珍爱生命有什么想不开的啊网页链接,9c72d466jw1dv1307hjrxj
默哀昨日波士顿马拉松比赛连续发生两起爆炸造成至少2人死亡其中一名是8岁儿童近百人受伤twitter称8岁死者就是这名小女孩愿逝者安息生者坚强在大多数目光都转移到波士顿时也请大家不要忘记湖北大火烧死14名同胞伤60人他们也需要我们的关爱和支持尽管现在新闻上已经没有踪影了,48c7ad39jw1e3r5ixwzgqj
人民监督网记者近日接到举报后立刻展开调查结果让记者十分震惊轮奸案发生18年后轮奸犯嫌疑人樊宇不仅毫发无损其在临汾官场还不断升迁从侯马市公安局副局长乡宁县公安局长2007年5月又任乡宁县委常委纪委书记2011年5月任大宁县委副书记县长网页链接扩散求真相,60c7b7cagw1dzr6cyiymmj
知情联系电话15885896808转发急急急2上海徐汇新城,6bdb0c34jw1eqqhdw68loj20hs0vkgpy
通报表扬武汉官员洪水中坐轿在水中被五个男青年护送前行领导自己撑伞避雨冰哥认为在武汉遭遇特大暴雨袭击的情况下有关方面能够想官员之所想急官员之所急及时为领导准备四人大轿供其乘坐确保万无一湿彰显政治敏锐性领导自行撑伞觉悟大增现一并通报表扬图来自小丑出品,4e22530ejw1dv13r8u1onj
派出所长逼迫女孩吸毒后进行轮奸盘锦市油田派出所长二哥伙同地痞敲诈钱财不成逼迫24岁的李洪娜吸毒并实施轮奸李洪娜去振兴派出所报案警察袁庆不予理睬警号为902008的威胁说告什么告？你们能告倒谁啊想找死啊？女子父亲气得吐血而死电话15242778071紫金梧桐网页链接,b03d1c05jw1dypwsjo1ztj
湖工大强拆湖工大校内暴力强拆老人说我们被几十名纹身的小混混挡在外围我第一次觉得原来人可以这么无能为力他们手上拿着铁棒他们人很多我们就眼睁睁的看着自己一辈子的心血被挖掘机碾碎房子被推倒的那天武汉很热我们在烈日下无家可归的……历史沉雾张凯律师风青杨v,4c396f51gw1duwb2ebqoyj
任志强炮轰两会官员腐败率已达9999%？这招果真厉害这个花姑娘就剩条裤衩了!能去开会的大部分非富即贵是既得利益的维护者还有一部分是马屁精极个别有个性敢直言的委员或代表是用来和媒体表演给老百姓看的总理应该公布两会提案的采纳实施率这样才对得起巨额的两会开支,b74d2a9etw1e1ks53t5sej
apec会议在海参崴举行此间爆出根据中苏条约约定1996年中国可以收回海参崴但国民对此一无所知十年前本人曾到此参观发现其港口条件在我沿海几乎无一可比这里每天都要发射火炮潜艇公开展示自由之火常燃名曰纪念二战实际上是俄罗斯对武力的崇拜我们这个惧战的国家从此永失国土,53acedc0gw1dwj8dldmn3j
我了个去但愿是传闻尼玛很多贪官都妻妾成群不然违背现实呀,88c1e7a1jw1emo1nxstp4j20k00zkac9
高校女生zw进医院黄瓜断在体内就黄瓜事件所隐藏的食品安全问题做出明确指示首先要把不合格的黄瓜撤柜要从源头抓起保证黄瓜的质量一定要硬表面一定要光滑要认真审查严格把关更多关注全球奇闻精选,6571292djw1dtknx6034xj
紧急全城找孩子紧急紧急刚刚沈阳一位女士把刚刚满月的孩子落在了出租车上是今早打车从东大西门到建筑大学有线索请立刻联系我们事件女士下车到后备箱拿东西司机没有看到孩子直接开走了,7cc496a3jw1enkjfsaacpj20cu054q32
这是著名的云南怒江傈僳族女孩飞索渡江求学每年都有十几个孩子掉进滚滚怒江修一座桥40万当地县政府说没钱因为是国家贫困县记者高天俊质问为何书记的奥迪车70多万？大家转起来为孩子能有一座上学的桥而转姚健说,7276be83jw1e6qrvy3q3uj20bt0b1acd
基于本怂发现所谓的「天使妈妈基金」属于「红十字会」他们早上8点要派救护车前往夏津医院拉走杜姓男童至某指定医院望网友转发劝谕其家长和夏津方面组织此行为尽快安排可信机构与可信医院转发小溪办事王羲夏津公安,6451b795jw1dutkqokr8qj
台风海欧悄悄的走了传说中的乌鸦又来？伟大的神啊请不要再玩我们这些善良的人们了劳烦您拐个弯去他国吧我在2金海岸大道,005bl7wsjw1ekf658kl8kj30hs0ecwge
大话广州广州美院男生与女裸模日久生情终使该女模怀孕学校要处罚该男学生却苦于找不到相关校规适用几经讨论最终以破坏教学用具致其严重变形为由勒令该学生退学,710840d5jw1dtkvl1ssm5j
20年前中国有公务员1000多万经过20年的不泄努力终于精简到了5700万取得了巨大成绩,44666b3egw1eeqkdbjvcqj20bk08mgmj
好多闹事事件都是日本间谍在搞鬼望大家理性爱国,4bc96427jw1dx0o53rlo3j
今天知道了两个事情一零下27度泅水渡河听党指挥的军队真威武二刚出版的2013新华字典自释义中已无自由这个词,80d818f2tw1eb4koos20tj20hr0f8n0a
习访印期间和夫人彭丽媛前往甘地墓敬献花圈我不理解的是毛泽东纪念堂建成至今几十年有上千位外国领导人来我朝访问为什么就没一个外国元首到纪念堂去拜谒一下呢？为什么？毛粉们不是说全世界都敬佩我们毛泽东吗？网摘,005qj0r3jw1em2hgkjqhyj30he0cnt96
20日江苏兴化市周庄镇农贸市场发生一起城管执法人员与一名农妇纠缠致其重伤的事件22日下午该农妇在医院里经抢救无效死亡城管在执法中掀翻了经营户李祖扣摊点李夫妇与城管人员发生了厮打纠缠李祖扣妻子56岁的林红英腹部被踢一脚造成肝血管脾脏破裂引发死亡,476b66c1jw1e03qhnv3x2j
最新消息庐山大部分老房子已经坍塌已有伤亡成都双流机场一度关闭为了缓解交通没紧急事不要前往雅安四川雅安庐山县地区非紧急情况请尽量少使用移动电话保证紧急通讯通畅求扩散,74a0e24ejw1e3vu5nodlkj20c10n4myv
老爸为了儿子顶罪…你这个畜牲下图为杀人凶手周磊…等待法律的制裁吧…真tm想抽死你,68b3fd1djw1e2g5mb7tz9j
社区委员会年度奖励新浪微博社区委员会年度奖励已经揭晓想要和他们一起维护社区秩序吗？欢迎大家踊跃报名通过审核即将成为社区委员会的一员判定用户举报共建清澈微博点击立即报名网页链接,b8a6ccf9jw1e5tm3lxnjzj20bo08bgnm
转图为一女大学生求职无门而对社会绝望了赤裸身体爬上高压线自杀身亡刘云网友情链接,62d76cc3jw1e3zv4gu641j209s0ar0tr
河南漯河房管局副局长枪顶记者头问要不要一枪打死你？局长说下次再敢来采访一枪打死你,6da2121agw1e14padxjfaj
看到朋友圈发的本色少女被迷奸抛尸我只想说人其实活着就好2255省道,005crukhjw1egyzd4ahipj30f10qowgq
噢噢噢…越来越多人了钓鱼岛事件激发了中国人民请日本停止错误行为我在2体育西路,83ee3eedjw1dx0qxhyk66j
天津塘沽大爆炸有时候语言不当会被喷但是还是要说看了会哭会伤感但是大家祈福真的没用我们应该问问为什么会这样不然到时候会像以前那些大事故一样死亡人数都在3635都在祈福祝愿就看到伤感了久了就不了了之也许我语句不通大家想想吧愿逝者安息,0060rbokjw1ev1xq5aundj30f00qodig
真惨青海省请自个注意听好了不管化隆县尖扎县这两个县已有坏人进入了请注意点各位大家注意了家里有孩子的大人都看好了我们青海省大同县来了100多外地人专偷小孩抢小孩的在我们大同县这里丢了十几个小女孩小男孩的店长笔记,0068lsadjw1ex7btcah3dj30dc06omxv
特权婚车牛逼警车开道交通管制今天上午10点40分新街口四个路口交通信号灯全红计时不再显示一警车开道领一婚车队伍自中山东路驶入婚车打头的是辆陆虎后面的车恕我眼拙太高端没认出绕孙中山铜像一圈后驶回中山东路全程约四五分钟左右路口多车鸣笛送行大领导结婚了？,55795bf9jw1e4fk88hl1pj209q06t0t6
于建嵘ab曝一件应是6瓶按照当前价53度飞天1880元一瓶15年茅台9890元一瓶30年茅台18600元一瓶按此数据总数当有2000万元一个会议光酒钱就2000万难怪说三公消费不能公开欢迎上海市政法委辟谣,005chyjngw1ejgv6xsklsj30c80fuwfa
昨天城管打死卖野菜学生事件据说又用的是神秘武器秤砣,50a7c27cjw1e70qdenld9j20hs0qo0vz
帝都是怎么了？米娜33今儿北京毒气爆表晚上10点我家水龙头放出来的水成这样儿了一盆毒死你奉劝大家这两天儿大家还是把自来水儿给戒了吧,7e4c55dctw1e0r65xtrydj
干枯的长江俨然变成了大足球场这不是ps这是长江重庆段龙脉已断国之呜呼邓飞,5026742ejw1e4d3hp11ksj20hs0buq4a
意大利女部长签字中全球奢侈品总汇,5df31f80gw1eev4eqedj2j20c8082ta7
